,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
701,710,641,Race,Foreigner,IT's owned by the jews.,1,"['owned', 'jews']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
702,711,642,Race,Multiple,We need to abolish chinese and indian schools,1,"['abolish', 'chinese', 'indian', 'schools']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
703,712,643,Race,Multiple,Malaysian can only be united if the minorites are assimilinated.,1,"['malaysian', 'united', 'minorites', 'assimilinated']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
704,713,645,Race,Malay,"the way they excel is not by doing better, is by stepping on others...tells a lot about them.",1,"['way', 'excel', 'better', 'stepping', 'others', 'tells', 'lot']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
705,714,645,Race,Malay,"to be fair, other race also many racist but not to this extent...",1,"['fair', 'race', 'many', 'racist', 'extent']","[1022, 106, 466, 489, 323, 464, 481, 2521, 96, 493]"
706,715,646,Race,Multiple,Malaysia should not have vernacular schools.,1,"['malaysia', 'vernacular', 'schools']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
707,716,647,Race,Multiple,You know that argument is actually a red herring when there are more malays sending their children to vernacular schools.,0,"['know', 'argument', 'red', 'herring', 'malays', 'sending', 'children', 'vernacular', 'schools']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
708,717,647,Race,Multiple,Vernacular schools does not stop anyone from registering.,0,"['vernacular', 'schools', 'stop', 'anyone', 'registering']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
709,718,647,Race,Multiple,The syllabus are currently known to be better than SK.,0,"['syllabus', 'currently', 'known', 'better', 'sk']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
710,719,647,Race,Multiple,"In fact, there is one case where the whole class is non-chinese.",0,"['fact', 'one', 'case', 'whole', 'class', 'nonchinese']","[92, 203, 171, 16, 669, 407, 537, 524, 1483, 389]"
711,720,649,Religion,Multiple,people usually don't blindly buy just because got picture from same religion/race,0,"['people', 'usually', 'blindly', 'buy', 'got', 'picture', 'religion', 'race']","[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
712,721,652,Race,Indian,Almost like some dark skinned and unwashed anneh raped their grandpa when he was a kid.,1,"['almost', 'like', 'dark', 'skinned', 'unwashed', 'anneh', 'raped', 'grandpa', 'kid']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
713,722,654,Race,Chinese,is okay.,0,['okay'],"[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
714,723,654,Race,Chinese,"just let them, and leave them alone.",0,"['let', 'leave', 'alone']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
715,724,654,Race,Chinese,we chinese focus ourself will do..... they warn us don't interrupt them....,0,"['chinese', 'focus', 'ourself', 'warn', 'interrupt']","[134, 1191, 397, 396, 395, 2224, 2538, 1104, 764, 790]"
716,725,655,Religion,Christianity,"you can sell with jesus photo, and no church members will come and threaten you.",0,"['sell', 'jesus', 'photo', 'church', 'members', 'come', 'threaten']","[584, 1508, 1924, 1311, 3145, 456, 864, 518, 194, 196]"
717,726,656,Race,Multiple,"For me, I'll support the shop with friendlier attitude.",0,"['support', 'shop', 'friendlier', 'attitude']","[1068, 357, 823, 209, 2200, 173, 35, 151, 419, 1119]"
718,727,656,Race,Multiple,"If the cheaper one is lansi, I'll boycott it.",0,"['cheaper', 'one', 'lansi', 'boycott']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
719,728,656,Race,Multiple,Both cases are regardless of the race of the owners.,0,"['cases', 'regardless', 'race', 'owners']","[219, 91, 102, 215, 275, 280, 281, 278, 97, 919]"
720,729,657,Race,Malaysian,"now PMX got reason to say why Malaysia economy is bad, because Malaysian killing own Malaysian business.",0,"['pmx', 'got', 'reason', 'say', 'malaysia', 'economy', 'bad', 'malaysian', 'killing', 'malaysian', 'business']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
721,730,659,Religion,Islam,These muslims so easy to be manipulated,0,"['muslims', 'easy', 'manipulated']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
722,731,660,Race,Chinese,chinese eat rice from a bowl with spoon?,0,"['chinese', 'eat', 'rice', 'bowl', 'spoon']","[197, 174, 363, 19, 1916, 1445, 3, 1259, 1824, 27]"
723,732,661,Religion,Islam,Chinese don't wear tudung.,1,"['chinese', 'refresh', 'tudung']","[0, 29, 146, 19, 3, 174, 692, 157, 81, 55]"
724,733,661,Religion,Islam,Burn it.,1,['burn'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
725,734,662,Race,Multiple,Yer cant trust muslim convert,1,"['yer', 'trust', 'muslim', 'convert']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
726,735,663,Religion,Islam,Muslim friendly isnt halal.,0,"['muslim', 'friendly', 'isnt', 'halal']","[845, 202, 1076, 95, 2949, 1532, 1179, 2200, 86, 237]"
727,736,663,Religion,Islam,Its like saying pork free or alcohol free.,0,"['like', 'saying', 'pork', 'free', 'alcohol', 'free']","[2259, 1942, 1947, 188, 1016, 497, 107, 1026, 927, 215]"
728,737,663,Religion,Islam,It sounds rhe same but means 2 diff things.,0,"['sounds', 'rhe', 'means', 'diff', 'things']","[81, 28, 348, 1197, 141, 350, 145, 1860, 2011, 240]"
729,738,664,Race,Foreigner,"They even consume rare food, do you think they care?",0,"['consume', 'rare', 'food', 'think', 'care']","[759, 1545, 1067, 933, 27, 1804, 287, 405, 817, 1944]"
730,739,665,Religion,Islam,Muslim only resort is to KILL KILL KILL DESTROY DESTROY DESTROY,1,"['muslim', 'resort', 'kill', 'kill', 'kill', 'destroy', 'destroy', 'destroy']","[759, 1545, 1067, 933, 27, 1804, 287, 405, 817, 1944]"
731,740,666,Religion,Buddhism,I am now pursuing the best solution by engaging in various Buddhist activities.,0,"['pursuing', 'best', 'solution', 'engaging', 'various', 'buddhist', 'activities']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
732,741,666,Religion,Buddhism,I am writing extensively about Buddhist theory in a book to deepen my understanding of Buddhism.,0,"['writing', 'extensively', 'buddhist', 'theory', 'book', 'deepen', 'understanding', 'buddhism']","[387, 1169, 228, 315, 203, 345, 106, 1272, 304, 29]"
733,742,667,Religion,Buddhism,I have joined a Buddhist group in Singapore where I volunteer to cook vegetarian meals for those who come to the temple to chant Buddhist scriptures,0,"['joined', 'buddhist', 'group', 'singapore', 'volunteer', 'cook', 'vegetarian', 'meals', 'come', 'temple', 'chant', 'buddhist', 'scriptures']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
734,743,668,Religion,Buddhism,I will consider ordaining as a monk when I reach the age of 45 or 55,0,"['consider', 'ordaining', 'monk', 'reach', 'age']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
735,744,669,Religion,Buddhism,"If this life is chosen as a human birth, we can learn Buddhism.",0,"['life', 'chosen', 'human', 'birth', 'learn', 'buddhism']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
736,745,669,Religion,Buddhism,"However, in the next life, we may not necessarily be born human, so it is important to learn Buddhism.",0,"['next', 'life', 'may', 'unnecessarily', 'born', 'human', 'important', 'learn', 'buddhism']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
737,746,670,Gender,Female,"Disregard hoes, acquire assets",0,"['disregard', 'hoes', 'acquire', 'assets']","[28, 3, 1030, 242, 939, 1223, 1506, 505, 404, 39]"
738,747,671,Gender,Female,"instead of find girlfriend, let girlfriend find you.",0,"['find', 'girlfriend', 'let', 'girlfriend', 'find']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
739,748,671,Gender,Female,"post on tinder, instagrram, facebook etc etc.",0,"['post', 'tinder', 'instagrram', 'facebook']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
740,749,671,Gender,Female,"show your handsome face, abs, guns, cash sure get girls.",0,"['show', 'handsome', 'face', 'abs', 'guns', 'cash', 'sure', 'get', 'girls']","[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
741,750,672,Gender,Male,"Unless a woman is looking for you when she has just turned legal, you are only seen as an ATM.",1,"['unless', 'woman', 'looking', 'turned', 'legal', 'seen', 'atm']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
742,751,673,Gender,Female," a woman who is interested in just you, will help build a stable financial future together ... just something to remember.",0,"['woman', 'interested', 'help', 'build', 'stable', 'financial', 'future', 'together', 'something', 'remember']","[1446, 838, 272, 2855, 880, 1840, 902, 21, 232, 575]"
743,752,674,Gender,Female,they don't make women like in the past.,1,"['make', 'women', 'like', 'past']","[6, 23, 265, 3, 894, 228, 2976, 2244, 1797, 1083]"
744,753,674,Gender,Female,Women nowadays useless and fat.,1,"['women', 'nowadays', 'useless', 'fat']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
745,754,677,Gender,Female,ur grandma probably is stuck in the past when women were much simpler and would be OK with any man they meet.,0,"['ur', 'grandma', 'stuck', 'past', 'women', 'much', 'simpler', 'would', 'ok', 'man', 'meet']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
746,755,677,Gender,Female,"nowadays, women are the one choosing their partners.",0,"['nowadays', 'women', 'one', 'choosing', 'partners']","[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
747,756,678,Gender,Female,Some woman no children also want to be stay at home partner.,1,"['woman', 'parent', 'stay', 'home', 'partner']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
748,757,678,Gender,Female,"Even stay at home also she will be useless by not doing housework, cooking and even sex.",1,"['stay', 'home', 'useless', 'unmake', 'housework', 'cooking', 'sex']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
749,758,678,Gender,Female,She knows she can get away with doing nothing and the husband can't even lay a finger on her.,1,"['knows', 'get', 'away', 'nothing', 'husband', 'lay', 'finger']","[134, 1191, 397, 396, 395, 2224, 2538, 1104, 764, 790]"
750,759,679,Gender,Female,"Ur gramps want u to marry, ask her to find a decent women who will stick with u even when u have nothing.",0,"['ur', 'gramps', 'marry', 'ask', 'find', 'decent', 'women', 'stick', 'nothing']","[6, 23, 265, 3, 894, 228, 2976, 2244, 1797, 1083]"
751,760,680,Gender,Female,You are the only woman I look up to.,0,"['woman', 'look']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
752,761,681,Gender,Female,Typical feminist bodoh.,1,"['typical', 'feminist', 'bodoh']","[2182, 874, 1529, 27, 28, 263, 264, 1126, 25, 73]"
753,762,682,Gender,Female,Women are all bodoh,1,"['women', 'bodoh']","[1873, 1169, 79, 1179, 845, 74, 879, 846, 27, 1789]"
754,763,685,Gender,Female,Some woman beat husband.,1,"['woman', 'beat', 'husband']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
755,764,686,Gender,Female,"Other bitches shopping luxury no return, only full of lust garnering and pasal finding.",1,"['bitches', 'shopping', 'luxury', 'return', 'full', 'lust', 'garnering', 'pasal', 'finding']","[1316, 19, 1288, 1287, 27, 1317, 572, 56, 55, 252]"
756,765,691,Religion,Christianity,Christianity gets disrespected way too openly,0,"['christianity', 'gets', 'disrespected', 'way', 'openly']","[1446, 838, 272, 2855, 880, 1840, 902, 21, 232, 575]"
757,766,694,Race,Indian,If white skin better,1,"['white', 'skin', 'better']","[81, 28, 348, 1197, 141, 350, 145, 1860, 2011, 240]"
758,767,695,Religion,Christianity,"So Christians now have a right to physically attack her right , Malaysians ?",1,"['christians', 'right', 'physically', 'attack', 'right', 'malaysians']","[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
759,768,695,Religion,Christianity,Surround her house ?,1,"['surround', 'house']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
760,769,695,Religion,Christianity,Petrol bomb her ?,1,"['petrol', 'bomb']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
761,770,696,Religion,Multiple,I'm lost for words.,0,"['lost', 'words']","[761, 2970, 628, 120, 376, 1659, 1433, 574, 2929, 2846]"
762,771,696,Religion,Multiple,Religion is a sensitive and personal thing - doesn't matter whether it's Islam or Buddhism or Hinduism or Christianity.,0,"['religion', 'sensitive', 'personal', 'thing', 'matter', 'whether', 'islam', 'buddhism', 'hinduism', 'christianity']","[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
763,772,696,Religion,Multiple,"It's just disrespectful that it should be manipulated for fame, political gain or power.",0,"['disrespectful', 'manipulated', 'fame', 'political', 'gain', 'power']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
764,773,697,Religion,Christianity,Christians will complain but won't threaten violence.,0,"['christians', 'complain', 'threaten', 'violence']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
765,774,698,Religion,Islam,Switch to Islam and barbaric muslims will be openly calling for her death,1,"['switch', 'islam', 'barbaric', 'muslims', 'openly', 'calling', 'death']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
766,775,699,Religion,Islam,Wonder why local Islam not joining the MCCBCHST to promote more understanding and harmony among faiths?,0,"['wonder', 'local', 'islam', 'disjoin', 'mccbchst', 'promote', 'understanding', 'harmony', 'among', 'faiths']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
767,776,700,Religion,Multiple,Ignore that fake non Muslim.,0,"['ignore', 'fake', 'non', 'muslim']","[202, 40, 3, 29, 2310, 923, 131, 27, 142, 56]"
768,777,700,Religion,Multiple,He is not convincing at all.,0,['unconvincing'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
769,778,701,Religion,Buddhism,You should not interfere in Islamic affairs.,1,"['interfere', 'islamic', 'affairs']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
770,779,701,Religion,Buddhism,You are only a Buddhist.,1,['buddhist'],"[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
771,780,703,Religion,Multiple,It will affect you kafirs eventually.,0,"['affect', 'kafirs', 'eventually']","[27, 2031, 591, 226, 426, 50, 19, 526, 215, 2509]"
772,781,704,Religion,Islam,"U think all muslim is ""real"" muslim or has name in IC only.",0,"['think', 'muslim', 'real', 'muslim', 'name', 'ic']","[845, 202, 1076, 95, 2949, 1532, 1179, 2200, 86, 237]"
773,782,704,Religion,Islam,I can tell it will not work.,0,"['tell', 'work']","[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
774,783,706,Religion,Islam,I thought got some Quran phrases to see here,0,"['thought', 'got', 'quran', 'phrases', 'see']","[85, 887, 172, 2551, 1842, 254, 1124, 1125, 29, 628]"
775,784,707,Religion,Buddhism,Don't challenge us!,0,['challenge'],"[234, 55, 185, 807, 1761, 572, 588, 2035, 163, 2443]"
776,785,707,Religion,Buddhism,We are very sensitive!,0,['sensitive'],"[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
777,786,708,Religion,Buddhism,You just posted the root cause to earthquake,1,"['posted', 'root', 'cause', 'earthquake']","[1643, 497, 1644, 904, 1603, 1642, 1601, 418, 1645, 173]"
778,787,709,Religion,Buddhism,"Death to buddha, Boycott buddhists, Petrol bomb buddhists",1,"['death', 'buddha', 'boycott', 'buddhists', 'petrol', 'bomb', 'buddhists']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
779,788,711,Religion,Buddhism,"He have his way, some like it, some don't, but definitely no one will be crazy enough to viralkan, threatened to kill or mass boycott.",0,"['way', 'like', 'definitely', 'one', 'crazy', 'enough', 'viralkan', 'threatened', 'kill', 'mass', 'boycott']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
780,789,711,Religion,Buddhism,Is this peace?,0,['peace'],"[139, 9, 16, 2174, 56, 228, 1554, 1051, 489, 881]"
781,790,712,Religion,Buddhism,My feeling about this as a Buddhist.,0,"['feeling', 'buddhist']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
782,791,712,Religion,Buddhism,No feeling.,0,['feeling'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
783,792,712,Religion,Buddhism,haha....,0,['haha'],"[1097, 242, 595, 449, 1085, 138, 280, 692, 2565, 2563]"
784,793,713,Religion,Buddhism,if you are a real buddhist you should not get upset.,0,"['real', 'buddhist', 'get', 'upset']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
785,794,713,Religion,Buddhism,"even in theravada buddhism, the supposed ""main"" buddhism, there are buddhist hymns and buddhist choirs.",0,"['theravada', 'buddhism', 'supposed', 'main', 'buddhism', 'buddhist', 'hymns', 'buddhist', 'choirs']","[139, 9, 16, 2174, 56, 228, 1554, 1051, 489, 881]"
786,795,713,Religion,Buddhism,buddhist musicians.,0,"['buddhist', 'musicians']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
787,796,713,Religion,Buddhism,buddhist techno is an evolution.,0,"['buddhist', 'techno', 'evolution']","[86, 315, 1049, 2879, 1647, 2173, 2369, 309, 1296, 2172]"
788,797,713,Religion,Buddhism,respect.,0,['respect'],"[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
789,798,714,Religion,Buddhism,"this religion embracing the future, using technology & music style to push their teachings.",0,"['religion', 'embracing', 'future', 'using', 'technology', 'music', 'style', 'push', 'teachings']","[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
790,799,715,Religion,Buddhism,humans are easily confused by many things.,0,"['humans', 'easily', 'confused', 'many', 'things']","[1459, 122, 2485, 1151, 43, 1472, 1463, 1462, 456, 367]"
791,800,715,Religion,Buddhism,Even monks also get confused.,0,"['monks', 'get', 'confused']","[145, 1026, 1577, 807, 536, 600, 107, 1192, 1193, 85]"
792,801,716,Religion,Buddhism,Buddhism is not really a religion.,0,"['buddhism', 'really', 'religion']","[304, 228, 1325, 267, 127, 1191, 323, 1970, 999, 2008]"
793,802,716,Religion,Buddhism,In order to qualify as a religion... there has to be worship or believe in deities/gods...which Buddhism doesnt teach.,0,"['order', 'qualify', 'religion', 'worship', 'believe', 'deities', 'gods', 'buddhism', 'doesnt', 'teach']","[134, 1191, 397, 396, 395, 2224, 2538, 1104, 764, 790]"
794,803,717,Religion,Buddhism,Buddhism is not a real religion.,1,"['buddhism', 'real', 'religion']","[232, 1081, 50, 351, 1960, 338, 560, 2052, 27, 779]"
795,804,718,Religion,Buddhism,These devout monks really practiced what they preached .,0,"['devout', 'monks', 'really', 'practiced', 'preached']","[1117, 32, 1017, 231, 15, 523, 1227, 1801, 1038, 564]"
796,805,718,Religion,Buddhism,well large majority of them anyway.,0,"['well', 'large', 'majority', 'anyway']","[682, 150, 1386, 1378, 1375, 383, 142, 1663, 2032, 1383]"
797,806,718,Religion,Buddhism,Their role have been mocked/satirized/cheapened/villianized /hamsapfied in so many ways by the capitalistic world and humans .,0,"['role', 'mocked', 'satirized', 'cheapened', 'villianized', 'hamsapfied', 'many', 'ways', 'capitalistic', 'world', 'humans']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
798,807,721,Gender,Female,women are built to be hypergamous sluts,1,"['women', 'built', 'hypergamous', 'sluts']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
799,808,723,Gender,Female,sluts who do this shit should be crucified for the good of society.,1,"['sluts', 'shit', 'crucified', 'good', 'society']","[468, 332, 475, 3, 239, 2896, 381, 1187, 203, 1324]"
800,809,723,Gender,Female,Our soyciety started unraveling fast as soon as we fucked traditional gender norms.,1,"['soyciety', 'started', 'unraveling', 'fast', 'soon', 'fucked', 'traditional', 'gender', 'norms']","[1643, 497, 1644, 904, 1603, 1642, 1601, 418, 1645, 173]"
801,810,726,Gender,Male,Men are supposed to provide!!,0,"['men', 'supposed', 'provide']","[139, 9, 16, 2174, 56, 228, 1554, 1051, 489, 881]"
802,811,726,Gender,Male,"Even if I'm a feminist woman and I hate sexism, men are still supposed to be the breadwinners!",0,"['feminist', 'woman', 'hate', 'sexism', 'men', 'supposed', 'breadwinners']","[174, 190, 418, 18, 1272, 1229, 27, 382, 603, 228]"
803,812,727,Gender,Male,"You know how there a stereotype of ""women not knowing what they want""?",0,"['know', 'stereotype', 'women', 'ignore']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
804,813,727,Gender,Male,Well it's the same for men.,0,"['well', 'men']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
805,814,728,Gender,Male,Men are deserved to be cheated,1,"['men', 'deserved', 'cheated']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
806,815,729,Gender,Male,he doesn't even deserve to be called a man.,0,"['deserve', 'called', 'man']","[45, 154, 927, 2039, 343, 2285, 929, 928, 375, 561]"
807,816,730,Gender,Male,All males are abusers.,1,"['males', 'abusers']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
808,817,731,Gender,Female,"That's wrong, never put your hand on a woman.",0,"['wrong', 'put', 'hand', 'woman']","[1459, 122, 2485, 1151, 43, 1472, 1463, 1462, 456, 367]"
809,819,732,Gender,Female,Beat her up.,1,['beat'],"[83, 285, 4, 27, 1589, 288, 184, 16, 173, 1097]"
810,820,738,Gender,Male,the loneliness of men is going to get worse,0,"['loneliness', 'men', 'going', 'get', 'worse']","[858, 27, 280, 509, 1254, 390, 703, 81, 710, 720]"
811,821,739,Gender,Female,My temples have been burning up out of anger and the only thing that could fix it is some vagina,0,"['temples', 'burning', 'anger', 'thing', 'could', 'fix', 'vagina']","[1446, 838, 272, 2855, 880, 1840, 902, 21, 232, 575]"
812,822,742,Race,Chinese,I broke a trash door of this Chink house.,1,"['broke', 'trash', 'door', 'chink', 'house']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
813,823,746,Gender,Female,"Gyms are brothels nowadays, women dress like sluts.",1,"['gyms', 'brothels', 'nowadays', 'women', 'dress', 'like', 'sluts']","[1849, 147, 16, 642, 311, 2166, 1110, 1273, 1544, 2488]"
814,824,747,Gender,Female,"i do not hate them, i am just super jealous of them, everything for them is so fucking easy.",0,"['love', 'super', 'jealous', 'everything', 'fucking', 'easy']","[387, 1169, 228, 315, 203, 345, 106, 1272, 304, 29]"
815,825,748,Gender,Female,is there any part of their life thats even a bit harder than ours?,0,"['part', 'life', 'thats', 'bit', 'harder']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
816,826,749,Gender,Female,unwanted pregnancy?,0,"['unwanted', 'pregnancy']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
817,827,749,Gender,Female,just use a condom,0,"['use', 'condom']","[689, 625, 698, 694, 924, 142, 320, 627, 215, 408]"
818,828,750,Gender,Female," i have never seen a women get paid less than me for doing the same job, any study that's shows otherwise is lying those fuckers dont take into account economic geography, worked hours or even job positions.",0,"['seen', 'women', 'get', 'paid', 'less', 'job', 'study', 'shows', 'otherwise', 'lying', 'fuckers', 'take', 'account', 'economic', 'geography', 'worked', 'hours', 'job', 'positions']","[142, 309, 324, 256, 387, 246, 2015, 953, 2104, 2696]"
819,829,751,Race,Indian,i despise them they have treated me like shit my entire life i try to avoid them at all cost,0,"['despise', 'treated', 'like', 'shit', 'entire', 'life', 'try', 'avoid', 'cost']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
820,830,752,Gender,Female,"Only interaction I have with them is when they are doing there job, very rare for me to talk to them whilst not",0,"['interaction', 'job', 'rare', 'talk', 'whilst']","[45, 154, 927, 2039, 343, 2285, 929, 928, 375, 561]"
821,831,753,Gender,Male,Creepy men just can't leave me alone with their predatory eyes.,1,"['creepy', 'men', 'leave', 'alone', 'predatory', 'eyes']","[481, 2949, 282, 1656, 1745, 1335, 195, 2560, 523, 984]"
822,832,754,Gender,Female,Shut up you fucking attention seeking retard,1,"['shut', 'fucking', 'attention', 'seeking', 'retard']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
823,833,756,Gender,Male,I am tired of getting rejected by man.,0,"['tired', 'getting', 'rejected', 'man']","[107, 80, 1659, 186, 130, 3, 219, 403, 323, 1239]"
824,834,757,Gender,Female,Only men can truly love.,1,"['men', 'truly', 'love']","[15, 687, 219, 797, 204, 1013, 1255, 29, 1272, 1358]"
825,835,757,Gender,Female,"Women can't, they are all soulless demons, their ""love"" is always conditional (money, status, looks, etc).",1,"['women', 'soulless', 'demons', 'love', 'conditional', 'money', 'status', 'looks']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
826,836,759,Gender,Female,Tired of seeing women on the streets.,1,"['tired', 'seeing', 'women', 'streets']","[139, 9, 16, 2174, 56, 228, 1554, 1051, 489, 881]"
827,837,759,Gender,Female,Time to kidnap a woman and forcibly marry and sex her.,1,"['time', 'kidnap', 'woman', 'forcibly', 'marry', 'sex']","[537, 1687, 313, 499, 830, 2020, 55, 21, 1272, 16]"
828,838,760,Gender,Female,I want to sex trafficking woman so bad.,1,"['sex', 'trafficking', 'woman', 'bad']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
829,839,761,Gender,Female,Women are our food.,1,"['women', 'food']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
830,840,761,Gender,Female,Women are our property.,1,"['women', 'property']","[16, 383, 1881, 338, 2120, 2552, 1163, 805, 2226, 1581]"
831,841,763,Gender,Female,"They exist for our pleasure, to further our quality of life.",1,"['exist', 'pleasure', 'quality', 'life']","[246, 226, 55, 19, 975, 219, 461, 458, 453, 81]"
832,842,764,Gender,Female,I want all females to be enslaved to my will.,1,"['females', 'enslaved']","[391, 392, 1266, 354, 1049, 102, 355, 1961, 143, 56]"
833,843,765,Race,Indian,They should be wearing traditional hand made cotton sarees rather than those shitty western clothes,1,"['wearing', 'traditional', 'hand', 'made', 'cotton', 'sarees', 'rather', 'shitty', 'western', 'clothes']","[1459, 122, 2485, 1151, 43, 1472, 1463, 1462, 456, 367]"
834,844,766,Race,Foreigner,Western clothes should be illegal in non-western countries.,1,"['western', 'clothes', 'illegal', 'nonwestern', 'countries']","[2008, 3, 620, 201, 16, 756, 752, 498, 841, 2126]"
835,845,767,Gender,Female,we are animals in clothes and other animals are known to rape so is it natural then,1,"['animals', 'clothes', 'animals', 'known', 'rape', 'natural']","[1417, 2128, 876, 218, 675, 674, 448, 1797, 452, 1138]"
836,846,768,Race,Indian,The average indian looks like an inbred bonobo.,1,"['average', 'indian', 'looks', 'like', 'inbred', 'bonobo']","[300, 627, 400, 98, 1061, 456, 175, 591, 743, 324]"
837,847,769,Gender,Male,These males should be put on the sex offender registry for life for any hate speech uttered on the internet-- these people do not deserve a chance in life.,1,"['males', 'put', 'sex', 'offender', 'registry', 'life', 'hate', 'speech', 'uttered', 'internet', 'people', 'deserve', 'chance', 'life']","[126, 28, 705, 1279, 1191, 2034, 174, 1351, 1350, 1352]"
838,848,770,Gender,Male,Hopefully when they are put on a list they will just fucking kill themselves,1,"['hopefully', 'put', 'list', 'fucking', 'kill']","[801, 1624, 137, 566, 16, 3, 315, 240, 107, 932]"
839,849,772,Gender,Male,Every 15 yo male shorter than 5'11 should be castrated and put in special schools tbh,1,"['every', 'yo', 'male', 'shorter', 'castrated', 'put', 'special', 'schools', 'tbh']","[16, 870, 1152, 85, 363, 605, 27, 483, 1445, 710]"
840,850,773,Gender,Female,women can only be interested in men if they are conventionally attractive,0,"['women', 'interested', 'men', 'conventionally', 'attractive']","[1053, 1407, 741, 24, 2565, 845, 1855, 3196, 2748, 881]"
