,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
686,686,610,Race,Malay,That means companies that are decades year old suddenly have to find a Malay to 'invest' and own at least 30% of the company... up to 51% if the company was formed 1990 and younger!,0,"['mean', 'company', 'decade', 'year', 'old', 'suddenly', 'find', 'malay', 'invest', 'least', 'company', 'company', 'form', 'young']","[171, 495, 21, 292, 195, 1899, 93, 874, 327, 250]"
687,687,610,Race,Malay,It's practically unabashed robbery.,0,"['practically', 'unabashed', 'robbery']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
688,688,611,Race,Unknown,Historically racial based boycott never worked,0,"['historically', 'racial', 'base', 'boycott', 'never', 'work']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
689,689,613,Religion,Buddhism,It's not a good cause that many will follow,0,"['good', 'cause', 'many', 'follow']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
690,690,614,Religion,Islam,even muslim cooks don't necessarily have their food halal certified,0,"['even', 'cook', 'necessarily', 'food', 'hall', 'terrify']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
691,691,616,Race,Foreigner,foreigner fart smell nice,0,"['part', 'smell', 'nice']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
692,692,618,Race,Chinese,Chinese entrepreneurs should not use Malay name in their products,1,"['chinese', 'entrepreneur', 'use', 'malay', 'name', 'product']","[811, 1415, 163, 723, 100, 441, 14, 13, 45, 514]"
693,693,619,Race,Chinese,these chinese always trick us to buy non-halal product,1,"['always', 'trick', 'buy', 'nonhall', 'product']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
694,694,620,Race,Chinese,"Malays now must stop working in Chinese companies, work in Malay companies instead",1,"['always', 'stop', 'work', 'chinese', 'company', 'work', 'malay', 'company', 'instead']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
695,695,623,Race,Malay,"Malay all bodoh lah, why do u think they need bumi rights?",1,"['u', 'think', 'need', 'bump', 'right']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
696,696,624,Race,Malaysian,MY deserved to be bankrupt like Sri Lanka.,0,"['deserve', 'bankrupt', 'vanka']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
697,697,624,Race,Malaysian,"When the people unable to buy fuel, medicine and other essential items then only they will wake up.",0,"['people', 'unable', 'buy', 'fuel', 'medicine', 'essential', 'item', 'wake']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
698,698,625,Race,Malay,Does your god only say malay for muslim use only??,0,"['say', 'muslin', 'use']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
699,699,625,Race,Malay,"Then by your logic india chinese bangla cannot speak in malay cause it's only for bangsa malay, and then complain already stay in malaysia for many years still cannot speak bahasa",0,"['malay', 'cause', 'bank', 'malay', 'complain', 'already', 'stay', 'malasha', 'many', 'year', 'still', 'speak', 'balaga']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
700,700,626,Race,Malay,What does Malay even want?,0,"['even', 'want']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
701,701,627,Race,Chinese,"Forget it je, Just google indon riot 1998, it doesn't matter u have same religion same name same dialect slang etc, it's all just an excuse saja, in the end will kill and rape just like what happened in indon.",0,"['forget', 'je', 'goose', 'riot', 'matter', 'religion', 'name', 'say', 'end', 'kill', 'rape', 'happen']","[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
702,702,627,Race,Chinese,Calling for assimilation is just a bloody joke.,0,"['call', 'assimilation', 'bloody', 'joke']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
703,703,631,Race,Chinese,i am going back to tongshan,0,"['go', 'back', 'tongshan']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
704,704,632,Race,Chinese,This is partly past generations Chinaman's fault.,1,"['partly', 'generation', 'chinaman', 'fault']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
705,705,632,Race,Chinese,Now they don't need you anymore.,1,"['need', 'anymore']","[129, 254, 13, 758, 466, 1306, 887, 888, 889, 853]"
706,706,632,Race,Chinese,Hahaha,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
707,707,633,Race,Chinese,ut Chinese will still continue doing all these as they do not have any principles.,1,"['still', 'continue', 'principle']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
708,708,634,Race,Indian,Indian will always find a way to seek for violence,1,"['always', 'find', 'way', 'seek', 'violence']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
709,709,641,Race,Foreigner,Boycott Facebook.,1,"['boycott', 'facebook']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
710,710,641,Race,Foreigner,IT's owned by the jews.,1,"['own', 'jew']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
711,711,642,Race,Multiple,We need to abolish chinese and indian schools,1,"['need', 'abolish', 'school']","[129, 254, 13, 758, 466, 1306, 887, 888, 889, 853]"
712,712,643,Race,Multiple,Malaysian can only be united if the minorites are assimilinated.,1,['assimilate'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
713,713,645,Race,Malay,"the way they excel is not by doing better, is by stepping on others...tells a lot about them.",1,"['way', 'expel', 'well', 'step', 'other', 'tell', 'lot']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
714,714,645,Race,Malay,"to be fair, other race also many racist but not to this extent...",1,"['fair', 'race', 'also', 'many', 'racism', 'extent']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
715,715,646,Race,Multiple,Malaysia should not have vernacular schools.,1,['school'],"[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
716,716,647,Race,Multiple,You know that argument is actually a red herring when there are more malays sending their children to vernacular schools.,0,"['know', 'argument', 'actually', 'red', 'hearing', 'malay', 'send', 'child', 'vernacular', 'school']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
717,717,647,Race,Multiple,Vernacular schools does not stop anyone from registering.,0,"['vernacular', 'school', 'stop', 'register']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
718,718,647,Race,Multiple,The syllabus are currently known to be better than SK.,0,"['currently', 'know', 'well']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
719,719,647,Race,Multiple,"In fact, there is one case where the whole class is non-chinese.",0,"['fact', 'case', 'whole', 'class', 'nonchinese']","[776, 240, 24, 914, 589, 715, 1172, 35, 1103, 717]"
720,720,649,Religion,Multiple,people usually don't blindly buy just because got picture from same religion/race,0,"['people', 'usually', 'blandly', 'buy', 'get', 'picture', 'religionrace']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
721,721,652,Race,Indian,Almost like some dark skinned and unwashed anneh raped their grandpa when he was a kid.,1,"['almost', 'dark', 'skin', 'wash', 'rapid', 'grand', 'kid']","[321, 285, 1219, 1409, 1609, 1648, 1410, 75, 194, 975]"
722,722,654,Race,Chinese,is okay.,0,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
723,723,654,Race,Chinese,"just let them, and leave them alone.",0,"['leave', 'alone']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
724,724,654,Race,Chinese,we chinese focus ourself will do..... they warn us don't interrupt them....,0,"['warn', 'interrupt']","[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
725,725,655,Religion,Christianity,"you can sell with jesus photo, and no church members will come and threaten you.",0,"['sell', 'photo', 'church', 'member', 'come', 'threaten']","[67, 267, 13, 23, 110, 407, 405, 408, 406, 993]"
726,726,656,Race,Multiple,"For me, I'll support the shop with friendlier attitude.",0,['attitude'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
727,727,656,Race,Multiple,"If the cheaper one is lansi, I'll boycott it.",0,"['cheap', 'last', 'boycott']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
728,728,656,Race,Multiple,Both cases are regardless of the race of the owners.,0,"['case', 'regardless', 'race', 'owner']","[88, 420, 235, 232, 82, 87, 233, 234, 66, 1879]"
729,729,657,Race,Malaysian,"now PMX got reason to say why Malaysia economy is bad, because Malaysian killing own Malaysian business.",0,"['get', 'reason', 'say', 'economy', 'bad', 'kill', 'malaysian', 'business']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
730,730,659,Religion,Islam,These muslims so easy to be manipulated,0,"['easy', 'manipulate']","[126, 371, 13, 1922, 1914, 240, 1901, 1529, 307, 1806]"
731,731,660,Race,Chinese,chinese eat rice from a bowl with spoon?,0,"['eat', 'rice', 'spoon']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
732,732,661,Religion,Islam,Chinese don't wear tudung.,1,"['wear', 'dung']","[811, 1415, 163, 723, 100, 441, 14, 13, 45, 514]"
733,733,661,Religion,Islam,Burn it.,1,['turn'],"[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
734,734,662,Race,Multiple,Yer cant trust muslim convert,1,"['trust', 'convert']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
735,735,663,Religion,Islam,Muslim friendly isnt halal.,0,"['slim', 'friendly', 'hall']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
736,736,663,Religion,Islam,Its like saying pork free or alcohol free.,0,"['say', 'pork', 'free', 'alcohol', 'free']","[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
737,737,663,Religion,Islam,It sounds rhe same but means 2 diff things.,0,"['sound', 'mean', 'thing']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
738,738,664,Race,Foreigner,"They even consume rare food, do you think they care?",0,"['even', 'consume', 'rare', 'food', 'think', 'care']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
739,739,665,Religion,Islam,Muslim only resort is to KILL KILL KILL DESTROY DESTROY DESTROY,1,"['slim', 'resort', 'kill', 'kill', 'kill', 'destroy', 'destroy', 'destroy']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
740,740,666,Religion,Buddhism,I am now pursuing the best solution by engaging in various Buddhist activities.,0,"['pursue', 'good', 'solution', 'engage', 'various', 'buddhist', 'activity']","[171, 495, 21, 292, 195, 1899, 93, 874, 327, 250]"
741,741,666,Religion,Buddhism,I am writing extensively about Buddhist theory in a book to deepen my understanding of Buddhism.,0,"['write', 'extensively', 'buddhist', 'theory', 'book', 'deepen', 'understand', 'buddhist']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
742,742,667,Religion,Buddhism,I have joined a Buddhist group in Singapore where I volunteer to cook vegetarian meals for those who come to the temple to chant Buddhist scriptures,0,"['join', 'buddhist', 'group', 'meal', 'come', 'chant', 'buddhist', 'scripture']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
743,743,668,Religion,Buddhism,I will consider ordaining as a monk when I reach the age of 45 or 55,0,"['consider', 'obtain', 'monk', 'reach', 'age']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
744,744,669,Religion,Buddhism,"If this life is chosen as a human birth, we can learn Buddhism.",0,"['life', 'choose', 'human', 'birth', 'learn', 'buddhist']","[74, 6, 1700, 1015, 1016, 1014, 1060, 2141, 1438, 1284]"
745,745,669,Religion,Buddhism,"However, in the next life, we may not necessarily be born human, so it is important to learn Buddhism.",0,"['however', 'next', 'life', 'unnecessarily', 'bear', 'human', 'important', 'learn', 'buddhist']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
746,746,670,Gender,Female,"Disregard hoes, acquire assets",0,"['hoe', 'acquire', 'asset']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
747,747,671,Gender,Female,"instead of find girlfriend, let girlfriend find you.",0,"['instead', 'find', 'girlfriend', 'let', 'girlfriend', 'find']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
748,748,671,Gender,Female,"post on tinder, instagrram, facebook etc etc.",0,"['tinder', 'instagrram', 'facebook']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
749,749,671,Gender,Female,"show your handsome face, abs, guns, cash sure get girls.",0,"['show', 'handsome', 'face', 'gun', 'cash', 'sure', 'get', 'girl']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
750,750,672,Gender,Male,"Unless a woman is looking for you when she has just turned legal, you are only seen as an ATM.",1,"['woman', 'look', 'turn', 'legal', 'see', 'atm']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
751,751,673,Gender,Female," a woman who is interested in just you, will help build a stable financial future together ... just something to remember.",0,"['woman', 'interested', 'help', 'build', 'stable', 'financial', 'future', 'together', 'remember']","[126, 371, 13, 1922, 1914, 240, 1901, 1529, 307, 1806]"
752,752,674,Gender,Female,they don't make women like in the past.,1,"['make', 'woman', 'past']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
753,753,674,Gender,Female,Women nowadays useless and fat.,1,"['woman', 'nowadays', 'useless', 'fat']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
754,754,677,Gender,Female,ur grandma probably is stuck in the past when women were much simpler and would be OK with any man they meet.,0,"['probably', 'stick', 'past', 'woman', 'much', 'simple', 'meet']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
755,755,677,Gender,Female,"nowadays, women are the one choosing their partners.",0,"['nowadays', 'woman', 'choose', 'partner']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
756,756,678,Gender,Female,Some woman no children also want to be stay at home partner.,1,"['woman', 'parent', 'also', 'want', 'stay', 'home', 'partner']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
757,757,678,Gender,Female,"Even stay at home also she will be useless by not doing housework, cooking and even sex.",1,"['even', 'stay', 'home', 'also', 'useless', 'unmake', 'homework', 'cook', 'even', 'sex']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
758,758,678,Gender,Female,She knows she can get away with doing nothing and the husband can't even lay a finger on her.,1,"['know', 'get', 'away', 'husband', 'even', 'lay', 'finger']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
759,759,679,Gender,Female,"Ur gramps want u to marry, ask her to find a decent women who will stick with u even when u have nothing.",0,"['cramp', 'want', 'ask', 'find', 'decent', 'woman', 'stick', 'even']","[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
760,760,680,Gender,Female,You are the only woman I look up to.,0,"['woman', 'look']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
761,761,681,Gender,Female,Typical feminist bodoh.,1,"['typical', 'feminist']","[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
762,762,682,Gender,Female,Women are all bodoh,1,['woman'],"[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
763,763,685,Gender,Female,Some woman beat husband.,1,"['woman', 'beat', 'husband']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
764,764,686,Gender,Female,"Other bitches shopping luxury no return, only full of lust garnering and pasal finding.",1,"['birch', 'shop', 'luxury', 'return', 'full', 'lust', 'garner', 'nasal', 'finding']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
765,765,691,Religion,Christianity,Christianity gets disrespected way too openly,0,"['disrespect', 'way', 'openly']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
766,766,694,Race,Indian,If white skin better,1,"['white', 'skin', 'well']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
767,767,695,Religion,Christianity,"So Christians now have a right to physically attack her right , Malaysians ?",1,"['christian', 'right', 'physically', 'attack', 'right', 'malaysian']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
768,768,695,Religion,Christianity,Surround her house ?,1,"['surround', 'house']","[638, 269, 131, 3, 1098, 1256, 88, 1725, 1259, 467]"
769,769,695,Religion,Christianity,Petrol bomb her ?,1,"['petrol', 'bomb']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
770,770,696,Religion,Multiple,I'm lost for words.,0,"['lose', 'word']","[109, 654, 1275, 858, 1465, 640, 735, 1236, 447, 1352]"
771,771,696,Religion,Multiple,Religion is a sensitive and personal thing - doesn't matter whether it's Islam or Buddhism or Hinduism or Christianity.,0,"['religion', 'sensitive', 'personal', 'thing', 'matter', 'slam', 'buddhist', 'hinduism', 'christianity']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
772,772,696,Religion,Multiple,"It's just disrespectful that it should be manipulated for fame, political gain or power.",0,"['disrespectful', 'manipulate', 'fame', 'political', 'gain', 'power']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
773,773,697,Religion,Christianity,Christians will complain but won't threaten violence.,0,"['christian', 'complain', 'threaten', 'violence']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
774,774,698,Religion,Islam,Switch to Islam and barbaric muslims will be openly calling for her death,1,"['twitch', 'barbaric', 'muslin', 'openly', 'call', 'death']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
775,775,699,Religion,Islam,Wonder why local Islam not joining the MCCBCHST to promote more understanding and harmony among faiths?,0,"['wonder', 'local', 'slam', 'disjoin', 'mccbchst', 'promote', 'understand', 'harmony', 'faith']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
776,776,700,Religion,Multiple,Ignore that fake non Muslim.,0,"['ignore', 'face', 'non', 'slim']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
777,777,700,Religion,Multiple,He is not convincing at all.,0,['unconvincing'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
778,778,701,Religion,Buddhism,You should not interfere in Islamic affairs.,1,"['interfere', 'islamic', 'affair']","[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
779,779,701,Religion,Buddhism,You are only a Buddhist.,1,['buddhist'],"[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
780,780,703,Religion,Multiple,It will affect you kafirs eventually.,0,"['affect', 'hair', 'eventually']","[566, 1306, 191, 206, 693, 712, 1483, 190, 1149, 707]"
781,781,704,Religion,Islam,"U think all muslim is ""real"" muslim or has name in IC only.",0,"['think', 'real', 'muslin', 'name']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
782,782,704,Religion,Islam,I can tell it will not work.,0,"['tell', 'work']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
783,783,706,Religion,Islam,I thought got some Quran phrases to see here,0,"['think', 'run', 'phrase', 'see']","[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
784,784,707,Religion,Buddhism,Don't challenge us!,0,['challenge'],"[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
785,785,707,Religion,Buddhism,We are very sensitive!,0,['sensitive'],"[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
786,786,708,Religion,Buddhism,You just posted the root cause to earthquake,1,"['post', 'root', 'cause', 'earthquake']","[74, 6, 1700, 1015, 1016, 1014, 1060, 2141, 1438, 1284]"
787,787,709,Religion,Buddhism,"Death to buddha, Boycott buddhists, Petrol bomb buddhists",1,"['death', 'buddha', 'boycott', 'buddhist', 'petrol', 'bomb', 'buddhist']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
788,788,711,Religion,Buddhism,"He have his way, some like it, some don't, but definitely no one will be crazy enough to viralkan, threatened to kill or mass boycott.",0,"['way', 'definitely', 'crazy', 'enough', 'threaten', 'kill', 'mass', 'boycott']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
789,789,711,Religion,Buddhism,Is this peace?,0,['peace'],"[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
790,790,712,Religion,Buddhism,My feeling about this as a Buddhist.,0,"['feel', 'buddhist']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
791,791,712,Religion,Buddhism,No feeling.,0,['feel'],"[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
792,792,712,Religion,Buddhism,haha....,0,['hata'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
793,793,713,Religion,Buddhism,if you are a real buddhist you should not get upset.,0,"['real', 'buddhist', 'upset']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
794,794,713,Religion,Buddhism,"even in theravada buddhism, the supposed ""main"" buddhism, there are buddhist hymns and buddhist choirs.",0,"['even', 'buddhist', 'suppose', 'main', 'buddhist', 'buddhist', 'buddhist', 'choir']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
795,795,713,Religion,Buddhism,buddhist musicians.,0,"['buddhist', 'musician']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
796,796,713,Religion,Buddhism,buddhist techno is an evolution.,0,"['buddhist', 'teno', 'evolution']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
797,797,713,Religion,Buddhism,respect.,0,['respect'],"[88, 420, 235, 232, 82, 87, 233, 234, 66, 1879]"
798,798,714,Religion,Buddhism,"this religion embracing the future, using technology & music style to push their teachings.",0,"['religion', 'embrace', 'future', 'use', 'technology', 'music', 'style', 'push', 'teaching']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
799,799,715,Religion,Buddhism,humans are easily confused by many things.,0,"['human', 'easily', 'confuse', 'many', 'thing']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
800,800,715,Religion,Buddhism,Even monks also get confused.,0,"['even', 'monk', 'also', 'get', 'confused']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
801,801,716,Religion,Buddhism,Buddhism is not really a religion.,0,"['buddhist', 'really', 'religion']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
802,802,716,Religion,Buddhism,In order to qualify as a religion... there has to be worship or believe in deities/gods...which Buddhism doesnt teach.,0,"['order', 'qualify', 'religion', 'worship', 'believe', 'deitiesgod', 'buddhist', 'teach']","[396, 527, 316, 480, 13, 24, 121, 563, 736, 82]"
803,803,717,Religion,Buddhism,Buddhism is not a real religion.,1,"['buddhist', 'real', 'religion']","[902, 73, 581, 53, 1248, 815, 167, 1421, 123, 32]"
804,804,718,Religion,Buddhism,These devout monks really practiced what they preached .,0,"['monk', 'really', 'practice', 'preach']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
805,805,718,Religion,Buddhism,well large majority of them anyway.,0,"['large', 'majority', 'anyway']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
806,806,718,Religion,Buddhism,Their role have been mocked/satirized/cheapened/villianized /hamsapfied in so many ways by the capitalistic world and humans .,0,"['role', 'mockedsatirizedcheapenedvillianize', 'hamsapfie', 'many', 'way', 'capitalist', 'world', 'human']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
807,807,721,Gender,Female,women are built to be hypergamous sluts,1,"['woman', 'build', 'hypergamous', 'slum']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
808,808,723,Gender,Female,sluts who do this shit should be crucified for the good of society.,1,"['crucify', 'good', 'society']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
809,809,723,Gender,Female,Our soyciety started unraveling fast as soon as we fucked traditional gender norms.,1,"['society', 'start', 'unravel', 'fast', 'soon', 'tuck', 'traditional', 'gender', 'form']","[659, 250, 1634, 603, 1307, 86, 606, 335, 1573, 231]"
810,810,726,Gender,Male,Men are supposed to provide!!,0,"['man', 'suppose', 'provide']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
811,811,726,Gender,Male,"Even if I'm a feminist woman and I hate sexism, men are still supposed to be the breadwinners!",0,"['even', 'feminist', 'woman', 'hate', 'exist', 'man', 'still', 'suppose', 'breadwinner']","[1645, 229, 1583, 19, 913, 33, 14, 45, 44, 222]"
812,812,727,Gender,Male,"You know how there a stereotype of ""women not knowing what they want""?",0,"['know', 'stereotyped', 'woman', 'ignore', 'want']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
813,813,727,Gender,Male,Well it's the same for men.,0,['man'],"[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
814,814,728,Gender,Male,Men are deserved to be cheated,1,"['man', 'deserve', 'create']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
815,815,729,Gender,Male,he doesn't even deserve to be called a man.,0,"['even', 'deserve', 'call', 'man']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
816,816,730,Gender,Male,All males are abusers.,1,"['male', 'abuse']","[795, 511, 882, 242, 1184, 39, 1764, 711, 125, 2016]"
817,817,731,Gender,Female,"That's wrong, never put your hand on a woman.",0,"['wrong', 'never', 'put', 'hand', 'woman']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
818,818,731,Gender,Female,Never!,0,['never'],"[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
819,819,732,Gender,Female,Beat her up.,1,['seat'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
820,820,738,Gender,Male,the loneliness of men is going to get worse,0,"['loneliness', 'man', 'get', 'bad']","[118, 206, 953, 995, 1103, 35, 1021, 891, 1101, 333]"
821,821,739,Gender,Female,My temples have been burning up out of anger and the only thing that could fix it is some vagina,0,"['temple', 'burn', 'anger', 'thing', 'fix']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
822,822,742,Race,Chinese,I broke a trash door of this Chink house.,1,"['break', 'trash', 'door', 'think', 'house']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
823,823,746,Gender,Female,"Gyms are brothels nowadays, women dress like sluts.",1,"['eye', 'brothel', 'nowadays', 'woman', 'dress', 'slum']","[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
824,824,747,Gender,Female,"i do not hate them, i am just super jealous of them, everything for them is so fucking easy.",0,"['love', 'super', 'jealous', 'fuck', 'easy']","[126, 371, 13, 1922, 1914, 240, 1901, 1529, 307, 1806]"
825,825,748,Gender,Female,is there any part of their life thats even a bit harder than ours?,0,"['part', 'life', 'even', 'bit', 'hard']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
826,826,749,Gender,Female,unwanted pregnancy?,0,"['unwanted', 'pregnancy']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
827,827,749,Gender,Female,just use a condom,0,['use'],"[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
828,828,750,Gender,Female," i have never seen a women get paid less than me for doing the same job, any study that's shows otherwise is lying those fuckers dont take into account economic geography, worked hours or even job positions.",0,"['never', 'see', 'woman', 'pay', 'less', 'job', 'study', 'show', 'otherwise', 'lie', 'quaker', 'take', 'account', 'economic', 'geography', 'work', 'hour', 'even', 'job', 'position']","[11, 832, 65, 860, 1607, 103, 110, 69, 66, 790]"
829,829,751,Race,Indian,i despise them they have treated me like shit my entire life i try to avoid them at all cost,0,"['despise', 'treat', 'shit', 'entire', 'life', 'avoid', 'cost']","[126, 371, 13, 1922, 1914, 240, 1901, 1529, 307, 1806]"
830,830,752,Gender,Female,"Only interaction I have with them is when they are doing there job, very rare for me to talk to them whilst not",0,"['interaction', 'job', 'rare', 'talk']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
831,831,753,Gender,Male,Creepy men just can't leave me alone with their predatory eyes.,1,"['freely', 'man', 'leave', 'alone', 'predator', 'eye']","[1229, 302, 172, 193, 1262, 297, 525, 1125, 396, 159]"
832,832,754,Gender,Female,Shut up you fucking attention seeking retard,1,"['hut', 'fuck', 'attention', 'seek', 'retard']","[74, 6, 1700, 1015, 1016, 1014, 1060, 2141, 1438, 1284]"
