,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
900,900,808,Religion,Buddhism,This is because Buddhism is actually really way of life.,0,"['buddhist', 'actually', 'really', 'way', 'life']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
901,901,808,Religion,Buddhism,Not religion.,0,['religion'],"['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
902,902,808,Religion,Buddhism,But it can become religion if you dig too deep.,0,"['become', 'religion', 'dig', 'deep']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
903,903,809,Religion,Buddhism,don't do any digging in Buddhism.,1,"['dig', 'buddhist']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
904,904,810,Race,Malaysian,"Malaysians drivers: who follow law , who bodoh",0,"['malaysian', 'driver', 'follow', 'law']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
905,905,811,Religion,Buddhism,in my opinion that's very conservative.,0,"['opinion', 'conservative']","['unionist', 'agent', 'lie', 'genocide', 'antisemitism', 'bias', 'activist', 'enable', 'hessian', 'inject']"
906,906,811,Religion,Buddhism,Not even middle path,0,"['even', 'middle', 'path']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
907,907,813,Religion,Islam,God's will most important,0,['important'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
908,908,814,Religion,Multiple,this is a serious impact on national education policy punishes Non-Muslims for just existing with non-Muslim economic activities,0,"['serious', 'impact', 'national', 'education', 'policy', 'punish', 'onmuslim', 'exist', 'nonslim', 'economic', 'activity']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
909,909,815,Religion,Islam,"Sejarah is a subject for all citizens, and they can make logic that the majority needs to learn Islamic values and history (although that logic might be flawed) since the majority practices Islam.",0,"['subject', 'citizen', 'make', 'logic', 'majority', 'need', 'learn', 'islamic', 'value', 'history', 'logic', 'flow', 'majority', 'practice', 'slam']","['muslim', 'islamic', 'believe', 'logic', 'eat', 'rape', 'christian', 'majority', 'interfere', 'blatantly']"
910,910,816,Religion,Multiple,"Moral Education is a subject taken exclusively by non-Muslims, mandatory for non-Muslims.",0,"['moral', 'education', 'subject', 'take', 'exclusively', 'nonmuslim', 'mandatory', 'nonmuslim']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
911,911,816,Religion,Multiple,"Now where's the logic in their defense for vilifying normal non-Muslim acts as ""morally questionable"" to be a moral dilemma in a national textbook?",0,"['defense', 'verify', 'normal', 'nonslim', 'act', 'morally', 'questionable', 'moral', 'dilemma', 'national', 'textbook']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
912,912,818,Religion,Buddhism,"Buddhist temples only exist becos rich businessmen donated money to ""balance up"" their bad karma which they do all the time.",1,"['buddhist', 'temple', 'exist', 'become', 'rich', 'businessman', 'donate', 'money', 'balance', 'bad', 'parma', 'time']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
913,913,819,Religion,Buddhism,"Technically most Malaysian Chinese practice Taoism, but Taoism entered the populace vocabulary later than Buddhism.",0,"['technically', 'malaysian', 'chinese', 'practice', 'racism', 'racism', 'enter', 'populace', 'vocabulary', 'later', 'buddhist']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
914,914,819,Religion,Buddhism,"So in the world today, we see different types (or in other vocab, sects) of Buddhism.",0,"['world', 'today', 'see', 'different', 'type', 'vocal', 'sect', 'buddhist']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
915,915,822,Religion,Islam,Pendidikan Moral become Pendidikan Agama,0,"['pendidikan', 'moral', 'become', 'game']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
916,916,823,Race,Malay,bifoti education.,1,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
917,917,823,Race,Malay,Taught by bifoti guided by bifoti too.,1,['catch'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
918,918,825,Race,Foreigner,concerts by foreign artistes are automatically hedonistic,1,"['concert', 'foreign', 'artist', 'automatically', 'hedonistic']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
919,919,826,Race,Foreigner,Is it true tho concerts by foreign artistes are automatically hedonistic?,0,"['true', 'concert', 'foreign', 'artist', 'automatically', 'hedonistic']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
920,920,828,Religion,Islam,Can someone explain why concerts are prohibited in Islam?,0,"['explain', 'concert', 'prohibit', 'slam']","['slam', 'threaten', 'child', 'nearest', 'prohibit', 'gambling', 'gerard', 'explain', 'lawsuit', 'violent']"
921,921,830,Race,Malay,"it was like their thoughts, that we run the business like they run the country.",0,"['thought', 'run', 'business', 'run', 'country']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
922,922,830,Race,Malay,"No planning, no thinking.",0,"['planning', 'forget']","['trust', 'mind', 'rely', 'accuse', 'nonalway', 'corrupt', 'fame', 'cronyism', 'corruption', 'loyalty']"
923,923,830,Race,Malay,"Tomorrow problems are tomorrow's, even today's problem is tomorrow's.� culture",0,"['tomorrow', 'problem', 'tomorrow', 'even', 'today', 'problem', 'culture']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
924,924,831,Religion,Islam,Only fools like u guys can lose ur faith after attending a Sam Smith concert,0,"['fool', 'u', 'gun', 'lose', 'faith', 'attend']","['girl', 'gun', 'guy', 'lose', 'rape', 'safeguard', 'prick', 'multiple', 'fool', 'princess']"
925,925,833,Religion,Islam,Certain religion makes u bodo.,1,"['certain', 'religion', 'make', 'u', 'body']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
926,926,834,Race,Chinese,"why the chinese in my school always act like chow ah beng, no manners",1,"['chinese', 'always', 'act', 'manner']","['chinese', 'people', 'rice', 'face', 'student', 'citizenship', 'chinaman', 'indicate', 'grant', 'always']"
927,927,835,Religion,Buddhism,"the sky is watching, and it can determine the people's good and evil...",0,"['sky', 'watch', 'determine', 'people', 'good', 'evil']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
928,928,836,Religion,Buddhism,they donated so much but did they really practice buddhism themselves?,1,"['donate', 'much', 'really', 'practice', 'buddhist']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
929,929,837,Race,Malay,"Malays think they are very moral, brave and unbeatable when they perform silat, breaking sticks and somersault in front of the grassland",1,"['always', 'think', 'moral', 'brave', 'unbearable', 'perform', 'sila', 'break', 'stick', 'somersault', 'front', 'grassland']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
930,930,839,Religion,Islam,in Malaysia a lot of breeders that shouldn't make babies breed like terrorist wild hogs.,1,"['lot', 'bleeder', 'make', 'baby', 'breed', 'terrorist', 'wild', 'hog']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
931,931,840,Religion,Unknown, belief in God is the principle of Malaysia.,0,['belief'],"['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
932,932,841,Religion,Unknown,I have a religion.,0,['religion'],"['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
933,933,842,Religion,Multiple,"i don't care that you believed in any skydaddy, just don't force it on others.",0,"['care', 'believe', 'force', 'other']","['care', 'damage', 'heart', 'perform', 'none', 'treat', 'worry', 'killer', 'cost', 'brotherhood']"
934,934,842,Religion,Multiple,it's that simple.,0,['simple'],"['next', 'missy', 'crush', 'want', 'papa', 'need', 'anymore', 'statue', 'simple', 'hard']"
935,935,843,Religion,Multiple,We are not in secular state and it is impossible for Malaysia becoming secular state.,0,"['secular', 'state', 'impossible', 'malaysia', 'become', 'secular', 'state']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
936,936,843,Religion,Multiple,Malaysia is religion states.,0,"['religion', 'state']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
937,937,844,Religion,Hinduism,indian hindu got nothing better to do?,1,"['indian', 'hindu', 'get', 'well']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
938,938,844,Religion,Hinduism,nonstop drinking,1,"['nonstop', 'drinking']","['hate', 'teach', 'king', 'babyaske', 'annoying', 'straight', 'drinking', 'drunk', 'wince', 'much']"
939,939,845,Race,Indian,Indians are the kind of people who love to drown in cow excrement.,1,"['kind', 'people', 'love', 'drown', 'cow', 'excrement']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
940,940,846,Religion,Hinduism,he should follow hindu tradition like grandpa.,0,"['follow', 'hindu', 'tradition', 'grand']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
941,941,846,Religion,Hinduism,not behave like crazy middle eastern,0,"['misbehave', 'crazy', 'middle', 'eastern']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
942,942,847,Race,Indian,there are certain Indian individuals causing trouble once they are drunk.,0,"['certain', 'indian', 'individual', 'cause', 'trouble', 'drink']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
943,943,847,Race,Indian,of course many are not but this affect the general impression of others on them,0,"['course', 'many', 'affect', 'general', 'impression', 'other']","['talk', 'call', 'conversation', 'aggressive', 'feel', 'interaction', 'bs', 'voice', 'uncomfortable', 'impression']"
944,944,848,Religion,Islam,hamas is not extremist right wing?,0,"['extremist', 'right', 'wing']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
945,945,848,Religion,Islam,taliban is not?,0,['italian'],"['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
946,946,848,Religion,Islam,their ultimate goal is to establish a kingdom where only ppl who share the same ideology with them live.,0,"['ultimate', 'goal', 'establish', 'kingdom', 'share', 'ideology', 'live']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
947,947,850,Race,Indian,They need these videos to feel good and compare how powerful super india is,0,"['need', 'video', 'feel', 'good', 'compare', 'powerful', 'super', 'india']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
948,948,851,Religion,Hinduism,Wat bisnes does a Hindu got in bars & clubs?,1,"['bone', 'hindu', 'get', 'bar', 'club']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
949,949,851,Religion,Hinduism,!,1,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
950,950,852,Religion,Multiple,"if i say someone is kafir, it simply means that person does not believe in islam.",0,"['say', 'hair', 'simply', 'mean', 'person']","['hair', 'muslin', 'save', 'ban', 'person', 'name', 'thing', 'kill', 'make', 'call']"
951,951,853,Religion,Hinduism,Scared kena rape.,0,"['scared', 'kent', 'rape']","['girl', 'gun', 'guy', 'lose', 'rape', 'safeguard', 'prick', 'multiple', 'fool', 'princess']"
952,952,853,Religion,Hinduism,Korea also alot of clubs ban them from entry,0,"['also', 'clot', 'club', 'ban', 'entry']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
953,953,854,Race,Indian,You call Indian Muslim as mamak.,0,"['indian', 'slim', 'maman']","['indian', 'pajeet', 'india', 'love', 'european', 'awareness', 'bangladeshi', 'booby', 'arrogant', 'video']"
954,954,854,Race,Indian,Can Arabs be called mamak too?,0,"['grab', 'call', 'maman']","['talk', 'call', 'conversation', 'aggressive', 'feel', 'interaction', 'bs', 'voice', 'uncomfortable', 'impression']"
955,955,854,Race,Indian,Are they the same?,0,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
956,956,854,Race,Indian,They look the same no difference.,0,"['look', 'sameness']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
957,957,855,Religion,Hinduism,The temple is actually built by some Hindu organization.,0,"['actually', 'build', 'hindu', 'organization']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
958,958,855,Religion,Hinduism,They are quite rich to be honest.,0,"['quite', 'rich', 'honest']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
959,959,855,Religion,Hinduism,They currently have the largest temple outside India is the USA,0,"['currently', 'large', 'temple']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
960,960,856,Race,Indian, The migrant workers there are technically modern day slaves.,0,"['emigrant', 'worker', 'technically', 'modern', 'day', 'slave']","['worker', 'british', 'foreign', 'sector', 'work', 'local', 'private', 'citizen', 'want', 'always']"
961,961,856,Race,Indian,"They're housed out of the city, basically in the middle of the dessert and not allowed to visit the city.",0,"['city', 'basically', 'middle', 'dessert', 'allow', 'visit', 'city']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
962,962,856,Race,Indian,Like banned.,0,['banner'],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
963,963,857,Race,Chinese,why you wasting time replaying a sohai brainless racist CCP wumao?,1,"['waste', 'time', 'reply', 'sofa', 'painless', 'racism', 'woman']","['race', 'racism', 'assimilate', 'white', 'multiracial', 'outcast', 'play', 'group', 'call', 'cowardice']"
964,964,858,Religion,Hinduism,Please spread the virtue of hinduism to those people,0,"['spread', 'virtue', 'hinduism', 'people']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
965,965,859,Religion,Islam,"U go to India, people wearing hijab also kena rotan",0,"['go', 'people', 'wear', 'hiram', 'also', 'kent', 'roman']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
966,966,860,Race,Malay,The Malaysian Malays act more Arab than Arab themselves,0,"['always', 'act', 'arab', 'arab']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
967,967,861,Religion,Hinduism,Soon....there will be Hindutva mobs terrorizing muslims in Abu Dhabi.,1,"['soon', 'hindutva', 'mob', 'terrorise', 'habit']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
968,968,862,Religion,Hinduism,Later when India want Thaipusam & Deepavali then how?,1,"['later', 'want']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
969,969,863,Religion,Islam,Better than suicide bomber middle of jakarta or hatyai or bangkok,1,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
970,970,864,Religion,Hinduism,Hahaha!,0,[],"['hata', 'prove', 'banner', 'hoe', 'nice', 'show', 'even', '', '', '']"
971,971,864,Religion,Hinduism,"Unfortunately, Hinduism is something you're born into not something you can convert.",0,"['unfortunately', 'hinduism', 'bear', 'convert']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
972,972,864,Religion,Hinduism,But everything can do now if you got the money.,0,"['get', 'money']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
973,973,865,Religion,Islam,Those land are ruled by the monarch.,0,"['land', 'rule', 'monarch']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
974,974,865,Religion,Islam,And those guys tend to claim that they are the descendant of the prophet.,0,"['gun', 'tend', 'claim', 'descendant', 'prophet']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
975,975,865,Religion,Islam,"Besides, they kinda control what the holy land.",0,"['control', 'land']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
976,976,865,Religion,Islam,"So, what they say counts.",0,"['say', 'count']","['tell', 'truth', 'imagine', 'say', 'real', 'apparently', 'mal', 'be', 'confidently', 'flat']"
977,977,865,Religion,Islam,"If tomorrow they say, Trump is the Dajjal, then all the Islam nation, Imams and all need to agree.",0,"['tomorrow', 'say', 'plump', 'nation', 'mass', 'need', 'agree']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
978,978,865,Religion,Islam,Who are there to go against the family of Muhammad?,0,"['go', 'family']","['back', 'leave', 'deport', 'go', 'alone', 'away', 'stay', 'angle', 'family', 'behind']"
979,979,866,Religion,Islam,the Islam the Malays practices are the corrupted version of the real deal.,0,"['always', 'practice', 'corrupt', 'version', 'real', 'deal']","['trust', 'mind', 'rely', 'accuse', 'nonalway', 'corrupt', 'fame', 'cronyism', 'corruption', 'loyalty']"
980,980,867,Race,Indian,"In Malaysia, all South Indian Muslim consider as mamak not specific to Tamils",0,"['consider', 'maman', 'specific', 'family']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
981,981,869,Religion,Unknown,"Some who opt to ""conversion"" ceremony is just your own shock sendiri announce to the world that you now follow different religion.",1,"['opt', 'conversion', 'ceremony', 'shock', 'send', 'announce', 'world', 'follow', 'different', 'religion']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
982,982,870,Religion,Islam,Modi banning Muslim immigration into India.,0,"['bank', 'slim', 'immigration', 'india']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
983,983,871,Religion,Islam,"You statement itself insight hate because you did not provide full context, hijab is only ban in school.",0,"['hate', 'provide', 'full', 'context', 'hiram', 'ban', 'school']","['hate', 'teach', 'king', 'babyaske', 'annoying', 'straight', 'drinking', 'drunk', 'wince', 'much']"
984,984,872,Religion,Multiple,"The controversial law would apply to religious minorities persecuted on religious grounds, including Hindus, Sikhs, Buddhists, Jains, Parsis and Christians",0,"['controversial', 'law', 'apply', 'religious', 'minority', 'prosecute', 'religious', 'ground', 'include', 'sinus', 'like', 'buddhist', 'pain', 'christian']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
985,985,873,Race,Indian,"The Malayalee / Telugu / Sri Lankan Tamil has not assimilated into Tamil , They speak Tamil as its the common language of majority.",0,"['dissimilate', 'family', 'speak', 'family', 'common', 'language', 'majority']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
986,986,873,Race,Indian,"They maintain their cultural heritage (including the language) and celebrate their festival (Onam, Ugathi, Vaisaki etc.)",0,"['maintain', 'cultural', 'heritage', 'include', 'language']","['country', 'land', 'history', 'culture', 'back', 'go', 'write', 'run', 'original', 'manner']"
987,987,874,Race,Malay,If i follow your logic every Malaysian is Malay because we can speak Malay.,0,"['follow', 'logic', 'malaysian', 'speak', 'malay']","['malay', 'malaysian', 'malaysia', 'company', 'speak', 'stop', 'race', 'country', 'comment', 'cancer']"
988,988,875,Religion,Islam,a Muslim from a Muslim majority country can not claim that they are a minority prosecuted under religious ground,0,"['slim', 'slim', 'majority', 'country', 'claim', 'minority', 'prosecute', 'religious', 'ground']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
989,989,876,Religion,Hinduism, a lot of arabia practiced some for of hindusm and vedic teaching.,0,"['practice', 'hindu', 'vein', 'teaching']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
990,990,876,Religion,Hinduism,Whole middle east really love religion.,0,"['really', 'love', 'religion']","['religion', 'peace', 'religious', 'faith', 'church', 'personally', 'welcoming', 'practitioner', 'devotee', 'slam']"
991,991,877,Religion,Islam,"That someone point of view , he may not like Muslim but that's his problem not the nation as a whole.",0,"['point', 'view', 'like', 'slim', 'problem', 'nation', 'whole']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
992,992,877,Religion,Islam,That still doesn't say the law wrong.,0,"['still', 'say', 'law', 'wrong']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
993,993,878,Religion,Islam,They did not ban Muslim from migrating to Indian or made harder for the muslim.,0,"['ban', 'make', 'hard', 'muslin']","['hair', 'muslin', 'save', 'ban', 'person', 'name', 'thing', 'kill', 'make', 'call']"
994,994,878,Religion,Islam,They just merely made if faster for non-muslim,0,"['merely', 'make', 'fast', 'nonmuslin']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
995,995,879,Religion,Hinduism,I thought Hinduism is Yahudi,0,['think'],"['tell', 'truth', 'imagine', 'say', 'real', 'apparently', 'mal', 'be', 'confidently', 'flat']"
996,996,880,Religion,Hinduism,That is buffalo meat.,0,['meat'],"['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
997,997,880,Religion,Hinduism,Not cow meat.,0,"['cow', 'meat']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
998,998,880,Religion,Hinduism,Hindu can eat buffolo meat.,0,"['eat', 'buffalo', 'meat']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
999,999,881,Religion,Hinduism,hindu see Cow = Holy.,0,"['hindu', 'see', 'holy']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
1000,1000,881,Religion,Hinduism,"they not allow to eat, but how their meat can pollute other food?",0,"['allow', 'eat', 'meat', 'polite', 'food']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1001,1001,881,Religion,Hinduism,?,0,[],"['else', 'let', '', '', '', '', '', '', '', '']"
1002,1002,882,Race,Malaysian,"Whole world has to go veggie, cannot sustain already.",0,"['whole', 'world', 'go', 'verge', 'negate', 'already']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1003,1003,882,Race,Malaysian,"In civilized countries, all the SDG events now make sure menu is 80% veggie already.",0,"['civilized', 'country', 'sdg', 'event', 'make', 'sure', 'menu', 'verge', 'already']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1004,1004,882,Race,Malaysian,Malaysia still behind the times.,0,"['still', 'time']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1005,1005,883,Race,Malay,Please separate tables & chairs from babi,1,"['separate', 'table', 'chair', 'baby']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1006,1006,884,Religion,Hinduism,"Hinduism in India got many type, practices differently.",0,"['get', 'many', 'type', 'practice', 'differently']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1007,1007,884,Religion,Hinduism,Hinduism is technically not a religion but way of life.,0,"['hinduism', 'technically', 'religion', 'way', 'life']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
1008,1008,884,Religion,Hinduism,So how they worship is also different through the region.,0,"['worship', 'also', 'different', 'region']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
1009,1009,884,Religion,Hinduism,"They worship Ram and Krishna, south worship Murugan, Amman, shiva and smaller deities.",0,"['worship', 'krishna', 'south', 'ship', 'small', 'deity']","['buddhist', 'buddha', 'worship', 'religion', 'temple', 'really', 'hinduism', 'demon', 'monk', 'statue']"
1010,1010,885,Race,Chinese,Chinese can eat everything.,0,['eat'],"['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1011,1011,886,Religion,Hinduism,whats next?,0,['next'],"['next', 'missy', 'crush', 'want', 'papa', 'need', 'anymore', 'statue', 'simple', 'hard']"
1012,1012,886,Religion,Hinduism,bus/trains need to segregate holy people from unholy people?,0,"['bustrain', 'need', 'aggregate', 'holy', 'people', 'holy', 'people']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1013,1013,886,Religion,Hinduism,"otherwise, go socmed cry mader cry fader?",0,"['otherwise', 'go', 'cry', 'make', 'cry', 'fade']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1014,1014,887,Religion,Hinduism,"Same logic as fruits, � how dare you disrespect me by cutting up a holy cow and display it� , you're offending my eyes.",1,"['logic', 'fruit', 'dare', 'disrespect', 'cut', 'holy', 'cow', 'display', 'offend', 'eye']","['cow', 'pig', 'eat', 'rent', 'meat', 'pork', 'room', 'animal', 'breed', 'food']"
1015,1015,888,Religion,Christianity,They tried to spread their Christianity but failed.,0,"['try', 'spread', 'fail']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1016,1016,888,Religion,Christianity,I politely decline them.,0,"['politely', 'decline']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1017,1017,888,Religion,Christianity,My neighbours too.,0,['neighbour'],"['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1018,1018,889,Religion,Christianity,The last time I was approached by these people was inside Sunway pyramid.,0,"['last', 'time', 'approach', 'people', 'pyramid']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1019,1019,889,Religion,Christianity,A young man trying to pass flyers to me and talk about salvation thingy.,0,"['young', 'man', 'try', 'pass', 'ulcer', 'talk', 'salvation', 'thing']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1020,1020,889,Religion,Christianity,Nope.,0,['hope'],"['tell', 'truth', 'imagine', 'say', 'real', 'apparently', 'mal', 'be', 'confidently', 'flat']"
1021,1021,890,Religion,Christianity,they're targeting low educated people,0,"['market', 'low', 'educate', 'people']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1022,1022,891,Religion,Christianity,"Careful those are cults,really wolf in sheep skin",1,"['careful', 'cut', 'really', 'skin']","['always', 'man', 'people', 'get', 'also', 'kiss', 'life', 'school', 'other', 'cult']"
1023,1023,892,Religion,Islam,Illegal to preach to Muslim.,0,"['illegal', 'preach', 'slim']","['slim', 'conflict', 'nation', 'destroy', 'well', 'bad', 'christian', 'kill', 'non', 'hair']"
1024,1024,893,Religion,Hinduism,I am Hindu.,0,['hindu'],"['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
1025,1025,894,Religion,Hinduism,I am learning about Hinduism more.,0,"['learn', 'hinduism']","['hindu', 'hinduism', 'belief', 'early', 'sticky', 'beat', 'murder', 'follow', 'let', 'reputation']"
